"Dear Customer, 0 is your one time password (OTP). Please enter the OTP to proceed.Thank you,Team Jio",others
"Continue to enjoy Net Banking of State Bank Associate Banks on www.onlinesbi.com from 0 April, 0-SBI Merger Team",others
Rs. 0.0 refunded in your Paytm wallet for your order on UBER. Updated balance:Rs. 0.0. Queries? Visit Paytm.com/care.,txn
FREE FREE SIRF AAPKE LIYE ! Rs 0=0 MB 0G data 0 dinon ke liye. Dial karein *0*0# . Offer activate 0 ghanton main. Offer sirf ek bar applicable. VODAFONE!,others
An amount of Rs.0.0 has been debited from A/C no. XXXX0 for an online payment done using HDFC Bank NetBanking. Exclusive offer http://bit.ly/0eN0UNz,txn
Leave Feedback: Please let us know how we did on your last order 0. Click http://pfry.fyi/GyDBq to provide feedback,others
Hello! Your a/c no 0 has been credited with Rs 0 on 0-0-0. The a/c balance is Rs 0.0. Info: 0 Int.Pd 0-0-0 to 0-,txn
"Dear KUNAL UTTARWAR,Paytm Order ID: 0PNR: 0, Train: 0 - INTERCITY EXP, Date of Journey: 0 Mar 0, , THANE(TNA) - PUNE JN(PUNE), Departure: 0:0 HrsTraveller Details :KUNAL UTTARWAR,CNF, D0 0, Fare: Rs. 0, IRCTC SC: Rs. 0, Paytm SC: Rs. 0, PG Charges: Rs. 0.0, Grand Total: Rs. 0.0.To download/cancel ticket,  open Paytm app/website, go to Profile->Your Orders-> Select the train booking -> Cancel or Download here.For any issues, contact Paytm customer care at 0 0 or www.paytm.com/care . Upto 0% cashback on hotel bookings! Code: HTL0 http://m.p-y.tm/htls0",others
आख़िरी मौका अपने जियो नंबर 0 पर जियो प्राइम प्राप्त करने का. ऑफर आज समाप्त हो रहा है. 0 वर्ष के लिए असीमित सेवाओं का आनंद उठाने के लिए आज ही रीचार्ज करें. http://jio.com/r/HXJY0T पर क्लिक करें,txn
"Dear Customer, Your plan Jio Welcome Offer - Prepaid is now active on Jio Number 0.To manage your account with MyJio app, click www.jio.com/GetMyJio.Thank you,Team Jio",others
"Reminder for ur Apt with Dr.Mukesh Patil,Apt Time:0-Mar,0:0 PM.Due to emergency branch you may expect delay in consultation sometime please consider",others
www.EaseMyTrip.com - Lowest Air-Fare Guarantee. We guarantee to provide lowest Air-Fare or else We pay you 0 times of difference.Email: care@EaseMyTrip.com,others
New Year has just started. Shop from UCB and get upto Rs. 0 OFF. Give a colourful new twist to your wardrobe this year. Offer valid till tom. T&C Apply.,others
Your airtel data pack includes FREE Music and Movie packs. Activate NOW and get upto 0MB FREE (TCA): wynk.in/mu/msc and mov.wynk.in/movie,others
You paid UBER Rs.0.0 with your Paytm Wallet. Loved the cashless Paytm experience? Click http://m.p-y.tm/admy to add money to your Paytm Wallet.,txn
Your Jio Money account is credited with Rs. 0.0 from KAPIL.  Your Jio Money account balance is Rs. 0.0.,txn
" Hello! As per your request dated  0-APR-0  the details in your account have been changed, for your Vodafone mobile number 0 . ",others
"HPGas booking 0 Con 0 Booking Cleared till0.Mar.0,VASHINAGAR COOP CO Delivery OTP 0 Alt booking No 0 Giveup subsidy use 0 in IVR",others
"Dear Customer, You have made a Debit Card purchase of INR0.0 on 0 Mar. Info.IIN*Paytm      . Your Net Available Balance is INR 0,0.0.",txn
Vodafone Dhamaka!Rs 0 = 0 MB 0G/0G - 0 DayRs 0 = Unlimited 0G/0G (0hr) Dial *0*0#Rs 0 = Unlimited Local V0V calls (0hr). Dial *0*0#,others
There's appy news for you! Your IndiGo log-in upgrade is now complete. Please update your app before you access it next . hyperurl.co/n0elv0,others
"Dear Customer, 0 is your one time password (OTP). Please enter the OTP to proceed.Thank you,Team Jio",others
Your MobiKwik One Time Password(OTP) is 0.,others
Jio Summer Surprise! Recharge your JioFi No. 0 with Rs0 & get 0 mths of service in addition to recharge benefit. Click http://jio.com/r/ImvLye NOW,others
0 is your OTP to access Tata Docomo Wi-Fi. Alternately to login visit https://hs.tatadocomo.com/ttsl/login.do?m=0&p=0&s=FREEOL&l=R0,others
"Dear Customer,Your plan On-net pack for Jio number 0 will expire on 0:0 PM Sep 0, 0. To recharge from a range of packs using MyJio, click www.jio.com/GetMyJio.Thank you,Team Jio",others
"Dear Bajaj Finance Customer, check your CIBIL score for free. To check your score, call us Toll Free on 0. Bajaj Finserv.",others
Thank you for being a founding member of the Jio movement. Enjoy complimentary Jio service for 0 months with JIO SUMMER SURPRISE,others
"NSE CASH CIRCUIT CALL - BUY ""VARDMNPOLY"" IN NSE CASH @ 0.0 THIS WEEK TGT 0 + FINAL TGT 0 + IN 0 WEEKS. EVERY WEEK PRICE WILL GO UP 0 % www.valuepick.org",offer
Your Pepperfry DLH shipment with AWB Number 0  & Order no. 0 is out for delivery. For any queries contact us at (0) 0,others
Few hours left! 0 Points in ur StateBankRewardz a/c are EXPIRING on 0Mar! Redeem for Mobile recharge/movie tickets on StateBankRewardz.com /App goo.gl/ouVHq0,offer
www.EaseMyTrip.com :Use Code: EASEFLY to get upto Rs. 0 Instant discount on Air-Tickets.Pay via MobiKwik & get 0% extra Cashback in your MobKwik wallet.,offer
"Hi customer, last 0 days to save Rs.0,0 on your Car Insurance premiums. Renew before April 0st with Policybazaar & save big!Click http://nmc.sg/JNgUSh",offer
"JIO PRIME MEMBERSHIPCONGRATS - YOU'RE ELIGIBLE!GRAB THIS ONCE IN A LIFETIME OPPORTUNITY FOR YOUR JIO NUMBER 0- Voice free forever- Lowest data rates Guaranteed- Complimentary TV, Cinema, Music, Magazines, & other apps- Exclusive surprise deals from JioANNUAL FEE OF RS 0 ONLYLAST FEW DAYS TILL OFFER EXPIRESMILLIONS HAVE ALREADY JOINEDCLICK http://jio.com/r/Hskyxt TO JOIN NOW",others
Babajob OTP: 0. Use this to finish verification on www.babajob.com or give a missed call to +0.,others
"Deals of the weekNew deals on Personal Care, Detergents, Groceries, Beverages & moreBest prices hereExtra 0% cashbackUse code: SUPER0Click on bit.ly/_Dow",offer
"You have received Rs. 0.0 from 0XXXX0 in your Paytm Wallet. For reference, wallet transaction id is 0. Book Movie tickets on Paytm",txn
"Dear Customer, Your Ac XXXXXXXX0 is debited with INR0,0.0  on 0 Feb. Info.BIL*0*RBI-NEFT*0. Your Total Avbl. Bal is INR0,0.0.",txn
"Hi. We have received your refund request for the Order# 0. We are reviewing the same and will get back to you within 0 hours. Regards, Pepperfry",others
Grand 0bed by Lodha at GB Rd Thane-Rs0.0Cr. Best air quality.Lowest PSF by grade A developer Hurry Free Stamp duty & reg for last 0 unit.Call : 0,others
"JIO PRIME MEMBERSHIPCONGRATS - YOU'RE ELIGIBLE!GRAB THIS ONCE IN A LIFETIME OPPORTUNITY FOR YOUR JIO NUMBER 0- Voice free forever- Lowest data rates Guaranteed- Complimentary TV, Cinema, Music, Magazines, & other apps- Exclusive surprise deals from JioONE TIME FEE OF RS 0 ONLYLAST FEW DAYS TILL OFFER EXPIRESMILLIONS HAVE ALREADY JOINEDJOIN NOW, click http://jio.com/r/K0cm0P",others
An educated son cares for his family and an educated daughter cares for and nurtures two families and three generations. Beti Bachao Beti Padhao!,offer
"असीमित मज़ा 0 वर्ष के लिए जारी रखे| जिओ प्राइम के साथ पायें असीमित डाटा, वाइस, सिनेमा, टीवी और बहुत कुछ | नामांकन के लिए अपने नज़दीकी जिओ रिटेलर से संपर्क करें या अभी क्लिक करें http://jio.com/r/J0lp0a",txn
"IndiGo: Dear IndiGo Customer, flight 0E 0 from BOM shall be boarding from gate 0. Boarding gate closes 0 mins prior to the departure time.  Since this is a silent airport, no boarding announcements will be made. Wish you a pleasant flight.",others
"Dear Bajaj Finance Customer, check your CIBIL score for free. To check your score, call us Toll Free on 0. Bajaj Finserv.",others
"FREE Voice & Data usage option for you! Get unlimited Local + STD calls and 0GB/day for 0 days + 0 year price protection. Recharge with Rs 0 Now ,Offer applicable only today 0st-Mar-0. T&C.",others
"Dear Customer, your request ID TH0 is resolved. For further assistance pl visit haier.com/in/service_support/ or call 0/0.",others
Here's some happiness for you to get riding Ola again. Enjoy Rs 0 off on your next ride with the code CB0. Book Now bit.ly/0olacabs,others
Early weekend on Thursday ? 0% discount on A La Carte dining at MACHAAN with 0:0 offers on select brands @ Mani Square 0 0. T&C apply,offer
Your order from Paytm is dispatched through Blue Dart Awb# 0 will be delivered by 0-JAN-0.Track us on www.bluedart.com,others
A/c N0 Dr for INR 0.0 CardTxn:MAST-POS/0 WI. A/c Bal INR 0.0 (incl. of unclrd chqs) on 0FEB 0:0hrs. Call 0 if card not used by you,txn
We have refunded INR 0.0 against Booking ID: SUTO0 to your OYO Wallet,txn
You have exhausted your daily high speed internet quota of 0 GB on your Jio Number 0 as of 0-Apr-0 0:0 hrs. Now internet speed will be reduced to 0 Kbps in case you do not have any active data pack. The internet speed will be restored by 0:0AM tonight. Click https://www.jio.com/GetMyJio to buy data packs and continue enjoying high speed internet.Get Jio Summer Surprise! Recharge Rs. 0 + Jio Prime (Rs.0) now and get 0 months of service in addition to your recharge benefit.,others
"BSLMF Alert-Ur request in Folio 0 for Purchase-SIP in BSL Frontline Equity Fund -Grow of Rs. 0,0.0 with NAV of Rs.0.0 has been processed. Account statement will be triggered in 0 Days.",txn
Hello! Your a/c no 0 has been debited by Rs 0 on 0-0-0. The a/c balance is Rs 0.0.Info: AXISDIRECT/C0/0-0-0/0 0,txn
"Payment of Rs.0 for Reliance (0) is done successfully. For queries, contact biller with reference No. FRC0 after 0 business days.",others
"Dear Customer, Welcome to Jio-Delhi. For queries or support, please call JioCare on 0 from your Jio number or on 0-0-0 from any number. Have a pleasant stay.Thank you,Team Jio",others
"Get Axis Active, a program that comes with a fitness band to makes cashless payments & set fitness goals @ 0% discount @ Rs 0! To order, Log in to Axis Mobile> Select Axis Active in the menu> Verify your details >Make the payment & it will be delivered! T&C*",others
"OTP for your Online Purchase of Rs. 0,0.0 from EMVAMAZONSELLERSERVI , through NetBanking is  0. OTP is confidential. Please do not share this with anyone.",others
"Sharing is saving! uberPOOL rides are 0% lower than GO fares, till March 0. Getting around Mumbai is now easier & more affordable. Details: t.uber.com/poolat0",others
"Spot admission by  HULT Int. Business School US,  on 0th April ,excellent rankings &  job placements ,avail scholarships, Contact- 0/0, HGG, Malad west",others
Your a/c no. xxxxxxxxxxx0 is credited by Rs.0.0 on 0-0-0 by a/c linked to mobile 0XXXXXX0 (IMPS Ref no 0).,txn
"Hey, there is only 0% left of yr FAST Internet Pass 0MB for 0 days. Add quota from only RM0 with Internet Add-Ons. Buy from Hotlink RED App @www.hotlink.com.my/r. Earn RED Points & redeem FREE data on RED App.",others
"Dear Customer, your statement for AMEX Card **********0 has been generated. Total payment of Rs.0,0.0 is due by 0/0/0.",txn
Get an instant loan of Rs 0 with no documentation on your Citi credit card at 0% p.a. Visit https://www.citi.co.in/ilop.htm?parmeter=hjcaachhbiibbjhebeaacaagiagiagiagiaeaahajsadbh to apply. Valid till 0-APR-0. T&C apply.,others
"Dear Customer, get life cover up to Rs.0 crore & protection against 0 critical illnesses with ICICI Pru iProtect Smart. Details at bit.ly/iprotectnli0 . T&C.",others
"Hi Dilip Shah, Rs.0.0 has been added as cashback to wallet by FREECHARGE. Updated balance is 0.0. Check out our offers http://frch.in/offerspage",others
Your a/c 0 is debited Rs 0 on 0-0-0 A/c balance is Rs 0.0 Info: MOB/CCPMT/0C0OF0U0/0XXXXXX0/,txn
"To know all News about Arvind Kejriwal, Delhi Govt & AAP. Click below given link & join the Watsapp Group- http://bit.ly/0oTkviX",others
Use 0 as your login OTP. OTP is confidential. Paytm never calls you asking for OTP. Sharing it with anyone gives them full access to your Paytm Wallet.,others
"Dear Customer, now transfer funds to RAHUL RANA, it has been 0 minutes since you have added this payee. Pls call Customer Care if payee not added by you.",others
Bill payment for your mobile number  0 has been successful. Your account has been credited with Rs. 0.0. Trans Id  0.Future reference Id EBP0.,txn
Jio Summer Surprise! Recharge your JioFi No. 0 with Rs0 & get 0 mths of service in addition to recharge benefit. Click http://jio.com/r/ItaJkf NOW,others
"Dear Customer,You are subscribed to Jio Welcome Offer. Enjoy unlimited access to Jio services whilst roaming anywhere in India till 0-Dec-0. Thank you,Team Jio",others
"HPGas BookingNo 0 CashMemo 0 Dt 0.0.0 Rs.0.0,is generated.EZYGAS Authentication Code is 0,plz share it to Dboy upon delivery",others
www.EaseMyTrip.com :Use Code: EASEFLY to get upto Rs. 0 Instant discount on Air-Tickets.Pay via MobiKwik & get 0% extra Cashback in your MobKwik wallet.,offer
Offer ends today. Last chance to get JIO PRIME for your Jio no. 0. Recharge now to enjoy unlimited services for 0 year. Click http://jio.com/r/HVmfUc,others
"0 is your One Time Password for online purchase, Amex card ending 0, if not requested call the number on back of card. 0/Mar/0, 0:0 IST.",others
"Enjoy Micro, Mini & Prime rides at Rs.0  for the first 0 km, use code HAPPY0. Valid only in Mumbai till 0th February. Know more http://bit.ly/0l0I0gV",offer
"JIO PRIME MEMBERSHIPCONGRATS - YOU'RE ELIGIBLE!GRAB THIS ONCE IN A LIFETIME OPPORTUNITY FOR YOUR JIO NUMBER 0- Voice free forever- Lowest data rates Guaranteed- Complimentary TV, Cinema, Music, Magazines, & other apps- Exclusive surprise deals from JioANNUAL FEE OF RS 0 ONLYLAST FEW DAYS TILL OFFER EXPIRESMILLIONS HAVE ALREADY JOINEDCLICK http://jio.com/r/Hc0jhS TO JOIN NOW",others
Get Rs.0 in your bank account with Axis Pay UPI. Simply send money to anyone using your UPI ID Atmesh.mishra@Axisbank linked to your account XX0. Download Axis Pay UPI from http://bit.ly/0iIgT0Y T&C apply.,others
INR 0 was spent on your Credit Card XX0 on 0-Mar-0 at Paytm Mobile Solut. Avbl Lmt: Rs.0.0 Track spends with Axis Mobile: m.axisbank.com/ccdl,txn
End your Fast with a Feast @DOMINO'S. Buy Medium/Large Pizza & Get 0%OFF; Order@ 0/ dominos.co.in / Mob APP. Cpn: CRM0F0BCA0. Valid today only. T&C,offer
Use code LETSGO for 0% cashback upto Rs0 on 0 Mini/Prime/SUV rides in Mumbai from Fri to Sun till 0Mar. Book Mumbai's most affordable cab now bit.ly/0olacabs,offer
"Dear Customer, Payment of INR 0.0 has been received on your ICICI Bank Credit Card Account 0xxx0 on 0-MAR-0. Thank you",txn
"Total TDS by Employer of PAN AMGXXXXX0F for Qtr ending Dec 0 is Rs 0,0 and cumulative TDS for FY 0-0 is Rs 0,0,0. View 0AS for details",others
"LIVE HIGH PAY LOW @Evergreen Heights-Kalwa by The Wadhwa Group. 0&0BHKs starting from Rs. 0 Lakhs,Construction in full swing.Show Flat Ready. Call 0",others
"JIO PRIME MEMBERSHIPCONGRATS - YOU'RE ELIGIBLE!GRAB THIS ONCE IN A LIFETIME OPPORTUNITY- Voice free forever- Lowest data rates Guaranteed- Complimentary TV, Cinema, Music, Magazines, & other apps- Exclusive surprise deals from JioONE TIME FEE OF RS 0 ONLYLAST FEW DAYS TILL OFFER EXPIRESMILLIONS HAVE ALREADY JOINEDJOIN NOW, click http://jio.com/r/KU0HTj",offer
"Get Insta Loan of Rs.0 on HDFC Bank Credit Card ending 0 Credited to Savings A/c ending 0 with just 0 SMS. EMI is Rs.0 + service tax&cess payable in 0 EMIs @ 0.0% per month. For EMI schedule, visit www.hdfcbank.com/emicalc. Processing fees only Rs.0 including 0% service tax&cess. To apply accepting T&Cs(www.hdfcbank.com/instatc), SMS INSTA 0 to 0 before 0-Apr 0.",others
"Enjoy Micro, Mini & Prime rides at Rs.0  for the first 0 km, use code HAPPY0. Valid only in Mumbai till 0th February. Know more http://bit.ly/0l0I0gV",offer
"Dear Preferred Customer,Travel abroad with HDFCBank ForexPlus Card &enjoy ZERO*CrossCurrency charges.Call 0 OR apply online @ bit.ly/BuyFOREX today!*TC",others
"A charge of INR 0,0.0 has been initiated on your American Express Card No. ***0 at SMOKE HOUSE DELI on 0/0/0 at 0:0PM IST.",others
Vodafone Dhamaka!Rs 0 = 0 MB 0G/0G - 0 DayRs 0 = Unlimited 0G/0G (0hr) Dial *0*0#Rs 0 = Unlimited Local V0V calls (0hr). Dial *0*0#,others
"Paytm has added Rs. 0 in your Paytm wallet for Order #0 of Kunal Uttarwar, Srinagar - Mumbai... (Promocode: FLY).. Get upto 0% cashback on petrol via Paytm. http://m.p-y.tm/Pf. Paytmkaro",txn
"सिर्फ 0 लाख मेंगुडगाँव में Shop ख़रीदेपाए 0,0/month0",txn
Reached: Your Pepperfry product JVS Kitchen Mate Burg... has reached Maharashtra. Delivery will happen on or before 0-Apr. Track at http://pfry.fyi/0pjwz,others
FREE FREE SIRF AAPKE LIYE ! Rs 0=0 MB 0G data 0 dinon ke liye. Dial karein *0*0# . Offer activate 0 ghanton main. Offer sirf ek bar applicable. VODAFONE!,others
"Enjoy Micro, Mini & Prime rides at Rs.0  for the first 0 km, use code HAPPY0. Valid only in Mumbai till 0th February. Know more http://bit.ly/0l0I0gV",offer
"Dear Customer, get home SAMSUNG Appliances on EasyEMI @No EXTRA cost with HDFC Bank @Reliance Digital in 0EMIs. Call 0 *T&C",offer
You paid UBER Rs.0.0 with your Paytm Wallet. Loved the cashless Paytm experience? Click http://m.p-y.tm/admy to add money to your Paytm Wallet.,txn
"Dear Rider, your 'Food Trucks' view is live now. Request on it for free Holi food & dholwallas. *In partnership with Twigly* T&C: t.uber.com/gujiya",others
"Dear Customer, Welcome to Jio-UP East. For queries or support, please call JioCare on 0 from your Jio number or on 0-0-0 from any number. Have a pleasant stay.Thank you,Team Jio",others
"Dear Customer, Welcome to Jio-Karnataka. For queries or support, please call JioCare on 0 from your Jio number or on 0-0-0 from any number. Have a pleasant stay.Thank you,Team Jio",others
Rs 0.0 was spent on your Credit Card 0XXXXXXXX0 on 0-MAR-0 at BHARTI AIRTEL LTD.,txn
"You have used 0% of your daily 0 GB high speed internet quota on your Jio Number 0 as of 0-Apr-0 0:0 Hrs. After consumption of 0 GB balance data, internet speed will be reduced to 0 kbps. Click https://www.jio.com/GetMyJio to buy data packs and continue enjoying high speed internet.Get Jio Summer Surprise! Recharge Rs. 0 + Jio Prime (Rs.0) now and get 0 months of service in addition to your recharge benefit.",others
"Dear Customer, you are using an older version of iMobile. To experience over 0 new features, upgrade your app by clicking mobile.icicibank.com/dl .",others
"Hi Dilip Shah, you recently earned a cash back of Rs. 0.0. Use it on FreeCharge to recharge, pay bills and shop at several other places http://frch.in/pay",others
"Use your Kotak Credit/Debit Card and enjoy a 0% cashback at Faasos. Use promo code CONF0. That's not all, on your first order of Classic Faasos, buy 0 and get 0 free. Use promo code CONFS. Offer valid till 0 Apr'0 on min trxn value of Rs. 0. Visit www.bit.ly/Kotak_Faasos for details. T&C apply.",offer
"FREE Voice & Data usage option for you! Get unlimited Local + STD calls and 0GB/day for 0 days + 0 year price protection. Recharge with Rs 0 Now ,Offer applicable only today . T&C.",others
"Flat 0% off on Pest Control Services. Hicare Pest Protection for Bedbugs,Termites,Cockroaches &FREE Bird Netting Inspection.*T&C.For details, sms PEST to 0",offer
Experience LenovoServiceLive for your laptops & PCs. Watch us help resolve issues on April 0th & 0th.Join this LIVE event here- https://goo.gl/0AHbR0 -T&C apply,offer
You have used 0% of your 0 GB daily high speed internet quota on your Jio Number 0 as of 0-Mar-0 0:0 Hrs.Join Jio Prime today and get unlimited benefits!,others
"Thank you for using Debit Card ending 0 for Rs.0.0 in VASAI at RELIANCE , on 0-0-0:0:0:0  Avl bal: Rs.0.0",txn
Your Paytm Order with Blue Dart Awb# 0 was delivered at  0 on 0-JAN-0 to MANJULA,others
"XRBIA VANGANI Badlapur -FLAT @ 0.0Lac - Govt. Subsidy of 0.0Lac = NET 0.0LAC. Avail NO DOCUMENT Housing Loan Scheme - LOAN MILEGA, GHAR BANEGA. Call 0",others
Hello! Your a/c no 0 has been credited with Rs 0 on 0-0-0. The a/c balance is Rs 0.0. Info: 0 Int.Pd 0-0-0 to 0-,txn
"JIO PRIME MEMBERSHIPCONGRATS - YOU'RE ELIGIBLE!GRAB THIS ONCE IN A LIFETIME OPPORTUNITY FOR YOUR JIO NUMBER 0- Voice free forever- Lowest data rates Guaranteed- Complimentary TV, Cinema, Music, Magazines, & other apps- Exclusive surprise deals from JioANNUAL FEE OF RS 0 ONLYLAST FEW DAYS TILL OFFER EXPIRESMILLIONS HAVE ALREADY JOINEDCLICK http://jio.com/r/HyeoRZ TO JOIN NOW",others
"DEAR CUSTOMER, YOUR CHEQUE BOOK HAS BEEN DESPATCHED VIA PROFESSIONAL COURIER -AWB NO:VPL0 ON 0-MAR-0.IF UNDELIVERED IN 0DAYS PLS CONTACT HOME BRANCH.",others
"Your Ac XX0 is debited with INR0,0.0 NFS*CASH WDL*0-0-0. Avbl Bal INR0,0,0.0 To bank on phone with iMobile, click mobile.icicibank.com/dl",txn
Thank you for being a founding member of the Jio movement. Enjoy complimentary Jio service for 0 months with JIO SUMMER SURPRISE,others
Valentine's special:Check the best dining offers on your credit/debit cards to max your savings. Register your cards via OneAssist App www.goo.gl/UjBqf0 today!,offer
"Hi! You have Missed call. To get details of first 0 missed calls,SMS GET to 0 @Re0.",offer
Save More on your bank cards!Discover latest offers near your location with the OneAssist App. Download today www.goo.gl/UjBqf0.,others
You paid Rs 0.0 via FreeCharge at Book My Show (OrderID WEB-0-0). Click http://frch.in/OF for exciting offers,offer
You paid UBER Rs.0.0 with your Paytm Wallet. Loved the cashless Paytm experience? Click http://m.p-y.tm/admy to add money to your Paytm Wallet.,txn
Paytm has added Rs. 0 in your Paytm wallet for Order #0 of Movie Tickets (Promocode: MOVIE0).. Updated balance: Rs. 0.0. MahaBazaar from 0-0 Jan! Upto 0% Off on top brands http://m.p-y.tm/B0 Shop Now.,txn
You paid UBER Rs.0.0 with your Paytm Wallet. Loved the cashless Paytm experience? Click http://m.p-y.tm/admy to add money to your Paytm Wallet.,txn
"Dear Customer, Your Ac XXXXXXXX0 is credited with INR0,0.0 on 0 Feb. Info.NEFT-0U0-RELIAN. Your Net Available Balance is INR0,0.0.",others
 Update: Hi  Kunal!  Woodland Men G 0 Olive Green Boots from your Paytm order #0 has been shipped by the seller  via Gati Air with the trackow,others
"Weekly Alert: The closing balance as of 0 FEB, for your Account No NNNNNNNNNNN0 is Rs. 0.0",txn
Your payment for Trading in the Zone: Master the... has failed. To revise payment and avoid order cancellation please visit https://amazon.in/orders,others
"Your A/C 0 ,reflects Rs 0.0 due,against bill dated 0-Mar-0 Please pay your dues to enjoy uninterrupted services.Ignore, if you have already paid.",txn
"Pizza Hut Navratra Special! Buy0 Pan Pizza & get0 FREE. Walk-In/Call@ 0 0 Order@ http://chk.bz/0tguz0wnol (Code-PHE0)Vld till 0nd Apr, Delhi NCR only",offer
Balance in savings a/c 0 as of 0-MAR-0 EOD is INR 0.0. Credits in a/c are subject to clearing. To know more use Axis Mobile: m.axisbank.com/bal,txn
Your Jio Money account is credited with Rs. 0.0 from RAKSHITA.  Your Jio Money account balance is Rs. 0.0.,txn
"Hi Kunal Uttarwa, your Paytm Order:0 is Out for Delivery with tracking ID 0 By Sanjay 0-0",txn
"Dear Bajaj Finance Customer, check your CIBIL score for free. To check your score, call us Toll Free on 0. Bajaj Finserv.",others
माझा मोबाईल...माझी बँक...माझे पाकीट !!! मोबाइल पेमेंट ऍप्पचा वापर करा कॅशलेस व्यवहारासाठी कुठेही कधीही,trip
"Dear Customer, Your shipment with the Booking ID: MCAS0YQJ0DR has been sent through Courier: BlueDart with Tracking no: 0 and will be delivered to you within 0 working days. For further queries, call 0 0.",others
You have used 0% of your 0 GB daily high speed internet quota on your Jio Number 0 as of 0-Mar-0 0:0 Hrs.,others
"Dear Vistara Customer, your flight UK 0 from Delhi to Mumbai on 0-Apr-0 will depart from Delhi Terminal 0 at 0:0 AM. Check-in opens 0.0 hours prior to departure at Row C and closes 0 minutes before departure. The boarding gate will close 0 min before departure. We wish you a pleasant flight.",others
"Dear Preferred Customer, Rs0* CashBack on Domestic Flights & Rs0*@StarHotels on Goibibo App, 0PM-0PM TODAY on HDFC Bank Credit Cards.*T&C bit.ly/0bz0I0r",offer
"Bill dated 0-Mar-0 for Rs 0,0.0 has been generated for your airtel fixedline/broadband relationship no.0. The same will reach you by 0-Apr-0. Due date:0-APR-0",others
"Shop from UCB and get upto Rs. 0 OFF. Rush to your nearest UCB store, offer is valid only till today. T&C Apply.",offer
FREE Roaming on Vodafone! Your incoming calls are now FREE while roaming anywhere in India.You can now receive calls freely without worrying about charges.,others
"Dear Customer,You are subscribed to Jio Welcome Offer. Enjoy unlimited access to Jio services whilst roaming anywhere in India till 0-Dec-0. Thank you,Team Jio",others
"Dear Mr/Mrs Mandar Chandrakant Khatkul  ,Your Motor Policy for Vehicle number: MH-0-BJ-0, Engine no. LE0D0 and Chassis No. MEG0LE0N0D0has been issued. Policy Number: 0 valid from 0/0/0 to 0/0/0.Customer Id PO0. Premium Rs. 0.For queries if any please contact customer serviceat 0.To download policy visit web.newindia.co.in or download from Google Play Store/Apple App Store / ""New India Customer App"" for smart phone.",others
0 day left for Jio Prime offer to end for your Jio number 0. Recharge today to enjoy unlimited services for 0 year. Visit http://jio.com/r/HO0AQ,others
Beat the Summer in Flying Machine cool styles! Shop for Rs 0 & get a TShirt FREE or Shop for Rs 0 & get a Shirt FREE. Shop NOW @Flying Machine store. T&C,offer
Uber: You've got 0% off your next 0 rides in Mumbai on uberX and uberGO until 0-0-0. No promo code needed. http://t.uber.com/offer,offer
